nseSymbol,companyName,,,, MARKET LOT,ISIN
CYBERTECH,Cybertech Systems And Software Limited,,,,1,INE214A01019
CYIENT,Cyient Limited,,,,1,INE136B01020
CYIENTDLM,Cyient DLM Limited,,,,1,INE055S01018
DABUR,Dabur India Limited,,,,1,INE016A01026
DALBHARAT,Dalmia Bharat Limited,,,,1,INE00R701025
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,,,,1,INE495A01022
DAMCAPITAL,Dam Capital Advisors Limited,,,,1,INE284H01025
DAMODARIND,Damodar Industries Limited,,,,1,INE497D01022
DANGEE,Dangee Dums Limited,,,,1,INE688Y01022
DATAMATICS,Datamatics Global Services Limited,,,,1,INE365B01017
DATAPATTNS,Data Patterns (India) Limited,,,,1,INE0IX101010
DAVANGERE,Davangere Sugar Company Limited,,,,1,INE179G01029
DBCORP,D.B.Corp Limited,,,,1,INE950I01011
DBEIL,Deepak Builders & Engineers India Limited,,,,1,INE0OPA01019
DBL,Dilip Buildcon Limited,,,,1,INE917M01012
DBOL,Dhampur Bio Organics Limited,,,,1,INE0I3401014
DBREALTY,Valor Estate Limited,,,,1,INE879I01012
DBSTOCKBRO,DB (International) Stock Brokers Limited,,,,1,INE921B01025
DCAL,Dishman Carbogen Amcis Limited,,,,1,INE385W01011
DCBBANK,DCB Bank Limited,,,,1,INE503A01015
DCI,Dc Infotech And Communication Limited,,,,1,INE0A1101019
DCM,DCM  Limited,,,,1,INE498A01018
DCMFINSERV,DCM Financial Services Limited,,,,1,INE891B01012
DCMNVL,DCM Nouvelle Limited,,,,1,INE08KP01019
DCMSHRIRAM,DCM Shriram Limited,,,,1,INE499A01024
DCMSRIND,DCM Shriram Industries Limited,,,,1,INE843D01027
DCW,DCW Limited,,,,1,INE500A01029
DCXINDIA,DCX Systems Limited,,,,1,INE0KL801015
DDEVPLSTIK,Ddev Plastiks Industries Limited,,,,1,INE0HR601026
DECCANCE,Deccan Cements Limited,,,,1,INE583C01021
DEEDEV,DEE Development Engineers Limited,,,,1,INE841L01016
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,,,,1,INE501A01019
DEEPAKNTR,Deepak Nitrite Limited,,,,1,INE288B01029
DEEPINDS,Deep Industries Limited,,,,1,INE0FHS01024
DELHIVERY,Delhivery Limited,,,,1,INE148O01028
DELPHIFX,DELPHI WORLD MONEY LIMITED,,,,1,INE726L01019
DELTACORP,Delta Corp Limited,,,,1,INE124G01033
DELTAMAGNT,Delta Manufacturing Limited,,,,1,INE393A01011
DEN,Den Networks Limited,,,,1,INE947J01015
DENORA,De Nora India Limited,,,,1,INE244A01016
DENTA,Denta Water and Infra Solutions Limited,,,,1,INE0R4L01018
DEVIT,Dev Information Technology Limited,,,,1,INE060X01026
DEVYANI,Devyani International Limited,,,,1,INE872J01023
DGCONTENT,Digicontent Limited,,,,1,INE03JI01017
DHAMPURSUG,Dhampur Sugar Mills Limited,,,,1,INE041A01016
DHANBANK,Dhanlaxmi Bank Limited,,,,1,INE680A01011
DHANI,Dhani Services Limited,,,,1,INE274G01010
DHANUKA,Dhanuka Agritech Limited,,,,1,INE435G01025
DHARAN,DHARAN INFRA-EPC LIMITED,,,,1,INE278R01034
DHARMAJ,Dharmaj Crop Guard Limited,,,,1,INE00OQ01016
DHRUV,Dhruv Consultancy Services Limited,,,,1,INE506Z01015
DHUNINV,Dhunseri Investments Limited,,,,1,INE320L01011
DIACABS,Diamond Power Infrastructure Limited,,,,1,INE989C01038
DIAMINESQ,Diamines & Chemicals Limited,,,,1,INE591D01014
DIAMONDYD,Prataap Snacks Limited,,,,1,INE393P01035
DICIND,DIC India Limited,,,,1,INE303A01010
DIFFNKG,Diffusion Engineers Limited,,,,1,INE184O01015
DIGIDRIVE,Digidrive Distributors Limited,,,,1,INE0PSC01024
DIGISPICE,DiGiSPICE Technologies Limited,,,,1,INE927C01020
DIGITIDE,Digitide Solutions Limited,,,,1,INE0U4701011
DIGJAMLMTD,Digjam Limited,,,,1,INE731U01028
DIL,Debock Industries Limited,,,,1,INE411Y01011
DISHTV,Dish TV India Limited,,,,1,INE836F01026
DIVGIITTS,Divgi Torqtransfer Systems Limited,,,,1,INE753U01022
DIVISLAB,Divi's Laboratories Limited,,,,1,INE361B01024
DIXON,Dixon Technologies (India) Limited,,,,1,INE935N01020
DJML,DJ Mediaprint & Logistics Limited,,,,1,INE0B1K01014
DLF,DLF Limited,,,,1,INE271C01023
DLINKINDIA,D-Link (India) Limited,,,,1,INE250K01012
DMART,Avenue Supermarts Limited,,,,1,INE192R01011
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,,,,1,INE505A01010
DNAMEDIA,Diligent Media Corporation Limited,,,,1,INE016M01021
DODLA,Dodla Dairy Limited,,,,1,INE021O01019
DOLATALGO,Dolat Algotech Limited,,,,1,INE966A01022
DOLLAR,Dollar Industries Limited,,,,1,INE325C01035
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,,,,1,INE920A01037
DOMS,DOMS Industries Limited,,,,1,INE321T01012
DONEAR,Donear Industries Limited,,,,1,INE668D01028
DPABHUSHAN,D. P. Abhushan Limited,,,,1,INE266Y01019
DPSCLTD,DPSC Limited,,,,1,INE360C01024
DPWIRES,D P Wires Limited,,,,1,INE864X01013
DRCSYSTEMS,DRC Systems India Limited,,,,1,INE03RS01027
DREAMFOLKS,Dreamfolks Services Limited,,,,1,INE0JS101016
DREDGECORP,Dredging Corporation of India Limited,,,,1,INE506A01018
DRREDDY,Dr. Reddy's Laboratories Limited,,,,1,INE089A01031
DSSL,Dynacons Systems & Solutions Limited,,,,1,INE417B01040
DTIL,Dhunseri Tea & Industries Limited,,,,1,INE341R01014
DUCON,Ducon Infratechnologies Limited,,,,1,INE741L01018
DVL,Dhunseri Ventures Limited,,,,1,INE477B01010
DWARKESH,Dwarikesh Sugar Industries Limited,,,,1,INE366A01041
DYCL,Dynamic Cables Limited,,,,1,INE600Y01019
DYNAMATECH,Dynamatic Technologies Limited,,,,1,INE221B01012
DYNPRO,Dynemic Products Limited,,,,1,INE256H01015
E2E,E2E Networks Limited,,,,1,INE255Z01019
EASEMYTRIP,Easy Trip Planners Limited,,,,1,INE07O001026
ECLERX,eClerx Services Limited,,,,1,INE738I01010
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,,,,1,INE06HJ01020
EDELWEISS,Edelweiss Financial Services Limited,,,,1,INE532F01054
EICHERMOT,Eicher Motors Limited,,,,1,INE066A01021
EIDPARRY,EID Parry India Limited,,,,1,INE126A01031
EIEL,Enviro Infra Engineers Limited,,,,1,INE0LLY01014
EIFFL,Euro India Fresh Foods Limited,,,,1,INE546V01010
EIHAHOTELS,EIH Associated Hotels Limited,,,,1,INE276C01014
EIHOTEL,EIH Limited,,,,1,INE230A01023
EIMCOELECO,Eimco Elecon (India) Limited,,,,1,INE158B01016
EKC,Everest Kanto Cylinder Limited,,,,1,INE184H01027
ELDEHSG,Eldeco Housing And Industries Limited,,,,1,INE668G01021
ELECON,Elecon Engineering Company Limited,,,,1,INE205B01031
ELECTCAST,Electrosteel Castings Limited,,,,1,INE086A01029
ELECTHERM,Electrotherm (India) Limited,,,,1,INE822G01016
ELGIEQUIP,Elgi Equipments Limited,,,,1,INE285A01027
ELGIRUBCO,Elgi Rubber Company Limited,,,,1,INE819L01012
ELIN,Elin Electronics Limited,,,,1,INE050401020
ELLEN,Ellenbarrie Industrial Gases Limited,,,,1,INE236E01022
EMAMILTD,Emami Limited,,,,1,INE548C01032
EMAMIPAP,Emami Paper Mills Limited,,,,1,INE830C01026
EMAMIREAL,Emami Realty Limited,,,,1,INE778K01012
EMBDL,Embassy Developments Limited,,,,1,INE069I01010
EMCURE,Emcure Pharmaceuticals Limited,,,,1,INE168P01015
EMIL,Electronics Mart India Limited,,,,1,INE02YR01019
EMKAY,Emkay Global Financial Services Limited,,,,1,INE296H01011
EMMBI,Emmbi Industries Limited,,,,1,INE753K01015
EMSLIMITED,EMS Limited,,,,1,INE0OV601013
EMUDHRA,eMudhra Limited,,,,1,INE01QM01018
ENDURANCE,Endurance Technologies Limited,,,,1,INE913H01037
ENERGYDEV,Energy Development Company Limited,,,,1,INE306C01019
ENGINERSIN,Engineers India Limited,,,,1,INE510A01028
ENIL,Entertainment Network (India) Limited,,,,1,INE265F01028
ENRIN,Siemens Energy India Limited,,,,1,INE1NPP01017
ENTERO,Entero Healthcare Solutions Limited,,,,1,INE010601016
EPACK,EPACK Durable Limited,,,,1,INE0G5901015
EPIGRAL,Epigral Limited,,,,1,INE071N01016
EPL,EPL Limited,,,,1,INE255A01020
EQUIPPP,Equippp Social Impact Technologies Limited,,,,1,INE217G01035
EQUITASBNK,Equitas Small Finance Bank Limited,,,,1,INE063P01018
ERIS,Eris Lifesciences Limited,,,,1,INE406M01024
ESABINDIA,Esab India Limited,,,,1,INE284A01012
ESAFSFB,ESAF Small Finance Bank Limited,,,,1,INE818W01011
ESCORTS,Escorts Kubota Limited,,,,1,INE042A01014
ESSARSHPNG,Essar Shipping Limited,,,,1,INE122M01019
ESSENTIA,Integra Essentia Limited,,,,1,INE418N01035
ESTER,Ester Industries Limited,,,,1,INE778B01029
ETERNAL,ETERNAL LIMITED,,,,1,INE758T01015
ETHOSLTD,Ethos Limited,,,,1,INE04TZ01018
EUREKAFORB,Eureka Forbes Limited,,,,1,INE0KCE01017
EUROTEXIND,Eurotex Industries and Exports Limited,,,,1,INE022C01012
EVEREADY,Eveready Industries India Limited,,,,1,INE128A01029
EVERESTIND,Everest Industries Limited,,,,1,INE295A01018
EXCEL,Excel Realty N Infra Limited,,,,1,INE688J01023
EXCELINDUS,Excel Industries Limited,,,,1,INE369A01029
EXICOM,Exicom Tele-Systems Limited,,,,1,INE777F01014
EXICOM-RE,Exicom Tele-Systems Ltd-RE,,,,1,INE777F20014
EXIDEIND,Exide Industries Limited,,,,1,INE302A01020
EXPLEOSOL,Expleo Solutions Limited,,,,1,INE201K01015
EXXARO,Exxaro Tiles Limited,,,,1,INE0GFE01026
FACT,Fertilizers and Chemicals Travancore Limited,,,,1,INE188A01015
FAIRCHEMOR,Fairchem Organics Limited,,,,1,INE0DNW01011
FAZE3Q,Faze Three Limited,,,,1,INE963C01033
FCL,Fineotex Chemical Limited,,,,1,INE045J01026
FCSSOFT,FCS Software Solutions Limited,,,,1,INE512B01022
FDC,FDC Limited,,,,1,INE258B01022
FEDERALBNK,The Federal Bank  Limited,,,,1,INE171A01029
FEDFINA,Fedbank Financial Services Limited,,,,1,INE007N01010
FEL,Future Enterprises Limited,,,,1,INE623B01027
FELDVR,Future Enterprises Limited,,,,1,IN9623B01058
FIBERWEB,Fiberweb (India) Limited,,,,1,INE296C01020
FIEMIND,Fiem Industries Limited,,,,1,INE737H01014
FILATEX,Filatex India Limited,,,,1,INE816B01035
FILATFASH,Filatex Fashions Limited,,,,1,INE185E01021
FINCABLES,Finolex Cables Limited,,,,1,INE235A01022
FINEORG,Fine Organic Industries Limited,,,,1,INE686Y01026
FINOPB,Fino Payments Bank Limited,,,,1,INE02NC01014
FINPIPE,Finolex Industries Limited,,,,1,INE183A01024
FIRSTCRY,Brainbees Solutions Limited,,,,1,INE02RE01045
FISCHER,Fischer Medical Ventures Limited,,,,1,INE771F01025
FIVESTAR,Five-Star Business Finance Limited,,,,1,INE128S01021
FLAIR,Flair Writing Industries Limited,,,,1,INE00Y201027
FLEXITUFF,Flexituff Ventures International Limited,,,,1,INE060J01017
FLUOROCHEM,Gujarat Fluorochemicals Limited,,,,1,INE09N301011
FMGOETZE,Federal-Mogul Goetze (India) Limited.,,,,1,INE529A01010
FMNL,Future Market Networks Limited,,,,1,INE360L01017
FOCUS,Focus Lighting and Fixtures Limited,,,,1,INE593W01028
FOODSIN,Foods & Inns Limited,,,,1,INE976E01023
FORCEMOT,FORCE MOTORS LTD,,,,1,INE451A01017
FORTIS,Fortis Healthcare Limited,,,,1,INE061F01013
FOSECOIND,Foseco India Limited,,,,1,INE519A01011
FSL,Firstsource Solutions Limited,,,,1,INE684F01012
FUSION,Fusion Finance Limited,,,,1,INE139R01012
GABRIEL,Gabriel India Limited,,,,1,INE524A01029
GAEL,Gujarat Ambuja Exports Limited,,,,1,INE036B01030
GAIL,GAIL (India) Limited,,,,1,INE129A01019
GALAPREC,Gala Precision Engineering Limited,,,,1,INE0RE001014
GALAXYSURF,Galaxy Surfactants Limited,,,,1,INE600K01018
GALLANTT,Gallantt Ispat Limited,,,,1,INE297H01019
GANDHAR,Gandhar Oil Refinery (India) Limited,,,,1,INE717W01049
GANDHITUBE,Gandhi Special Tubes Limited,,,,1,INE524B01027
GANECOS,Ganesha Ecosphere Limited,,,,1,INE845D01014
GANESHBE,Ganesh Benzoplast Limited,,,,1,INE388A01029
GANESHHOUC,Ganesh Housing Corporation Limited,,,,1,INE460C01014
GANGAFORGE,Ganga Forging Limited,,,,1,INE691Z01023
GANGESSECU,Ganges Securities Limited,,,,1,INE335W01016
GARFIBRES,Garware Technical Fibres Limited,,,,1,INE276A01018
GARUDA,Garuda Construction and Engineering Limited,,,,1,INE0JVO01026
GATECH,GACM Technologies Limited,,,,1,INE224E01028
GATECHDVR,GACM Technologies Limited,,,,1,INE224E01036
GATEWAY,Gateway Distriparks Limited,,,,1,INE079J01017
GAYAHWS,Gayatri Highways Limited,,,,1,INE287Z01012
GAYAPROJ,Gayatri Projects Limited,,,,1,INE336H01023
GEECEE,GeeCee Ventures Limited,,,,1,INE916G01016
GEEKAYWIRE,Geekay Wires Limited,,,,1,INE669X01024
GENCON,Generic Engineering Construction and Projects Limited,,,,1,INE854S01022
GENESYS,Genesys International Corporation Limited,,,,1,INE727B01026
GENUSPAPER,Genus Paper & Boards Limited,,,,1,INE949P01018
GENUSPOWER,Genus Power Infrastructures Limited,,,,1,INE955D01029
GEOJITFSL,Geojit Financial Services Limited,,,,1,INE007B01023
GEPIL,GE Power India Limited,,,,1,INE878A01011
GESHIP,The Great Eastern Shipping Company Limited,,,,1,INE017A01032
GFLLIMITED,GFL Limited,,,,1,INE538A01037
GHCL,GHCL Limited,,,,1,INE539A01019
GHCLTEXTIL,GHCL Textiles Limited,,,,1,INE0PA801013
GICHSGFIN,GIC Housing Finance Limited,,,,1,INE289B01019
GICRE,General Insurance Corporation of India,,,,1,INE481Y01014
GILLANDERS,Gillanders Arbuthnot & Company Limited,,,,1,INE047B01011
GILLETTE,Gillette India Limited,,,,1,INE322A01010
GINNIFILA,Ginni Filaments Limited,,,,1,INE424C01010
GIPCL,Gujarat Industries Power Company Limited,,,,1,INE162A01010
GKWLIMITED,GKW Limited,,,,1,INE528A01020
GLAND,Gland Pharma Limited,,,,1,INE068V01023
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,,,,1,INE159A01016
GLENMARK,Glenmark Pharmaceuticals Limited,,,,1,INE935A01035
GLFL,Gujarat Lease Financing Limited,,,,1,INE540A01017
GLOBAL,Global Education Limited,,,,1,INE291W01037
GLOBALE,Globale Tessile Limited,,,,1,INE0URU01010
GLOBALVECT,Global Vectra Helicorp Limited,,,,1,INE792H01019
GLOBE,Globe Textiles (India) Limited,,,,1,INE581X01021
GLOBECIVIL,Globe Civil Projects Limited,,,,1,INE0V3U01015
GLOBUSSPR,Globus Spirits Limited,,,,1,INE615I01010
GLOSTERLTD,Gloster Limited,,,,1,INE350Z01018
GMBREW,GM Breweries Limited,,,,1,INE075D01018
GMDCLTD,Gujarat Mineral Development Corporation Limited,,,,1,INE131A01031
GMMPFAUDLR,GMM Pfaudler Limited,,,,1,INE541A01023
GMRAIRPORT,GMR AIRPORTS LIMITED,,,,1,INE776C01039
GMRP&UI,GMR Power and Urban Infra Limited,,,,1,INE0CU601026
GNA,GNA Axles Limited,,,,1,INE934S01014
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,,,,1,INE113A01013
GOACARBON,Goa Carbon Limited,,,,1,INE426D01013
GOCLCORP,GOCL Corporation Limited,,,,1,INE077F01035
GOCOLORS,Go Fashion (India) Limited,,,,1,INE0BJS01011
GODAVARIB,Godavari Biorefineries Limited,,,,1,INE497S01012
GODFRYPHLP,Godfrey Phillips India Limited,,,,1,INE260B01028
GODHA,Godha Cabcon & Insulation Limited,,,,1,INE925Y01036
GODIGIT,Go Digit General Insurance Limited,,,,1,INE03JT01014
GODREJAGRO,Godrej Agrovet Limited,,,,1,INE850D01014
GODREJCP,Godrej Consumer Products Limited,,,,1,INE102D01028
GODREJIND,Godrej Industries Limited,,,,1,INE233A01035
GODREJPROP,Godrej Properties Limited,,,,1,INE484J01027
GOENKA,Goenka Diamond and Jewels Limited,,,,1,INE516K01024
GOKEX,Gokaldas Exports Limited,,,,1,INE887G01027
GOKUL,Gokul Refoils and Solvent Limited,,,,1,INE020J01029
GOKULAGRO,Gokul Agro Resources Limited,,,,1,INE314T01025
GOLDENTOBC,Golden Tobacco Limited,,,,1,INE973A01010
GOLDIAM,Goldiam International Limited,,,,1,INE025B01025
GOLDTECH,AION-TECH SOLUTIONS LIMITED,,,,1,INE805A01014
GOODLUCK,Goodluck India Limited,,,,1,INE127I01024
GOPAL,Gopal Snacks Limited,,,,1,INE0L9R01028
GOYALALUM,Goyal Aluminiums Limited,,,,1,INE705X01026
GPIL,Godawari Power And Ispat limited,,,,1,INE177H01039
GPPL,Gujarat Pipavav Port Limited,,,,1,INE517F01014
GPTHEALTH,GPT Healthcare Limited,,,,1,INE486R01017
GPTINFRA,GPT Infraprojects Limited,,,,1,INE390G01014
GRANULES,Granules India Limited,,,,1,INE101D01020
GRAPHITE,Graphite India Limited,,,,1,INE371A01025
GRASIM,Grasim Industries Limited,,,,1,INE047A01021
GRAVITA,Gravita India Limited,,,,1,INE024L01027
GREAVESCOT,Greaves Cotton Limited,,,,1,INE224A01026
GREENLAM,Greenlam Industries Limited,,,,1,INE544R01021
GREENPANEL,Greenpanel Industries Limited,,,,1,INE08ZM01014
GREENPLY,Greenply Industries Limited,,,,1,INE461C01038
GREENPOWER,Orient Green Power Company Limited,,,,1,INE999K01014
GRINDWELL,Grindwell Norton Limited,,,,1,INE536A01023
GRINFRA,G R Infraprojects Limited,,,,1,INE201P01022
GRMOVER,GRM Overseas Limited,,,,1,INE192H01020
GROBTEA,The Grob Tea Company Limited,,,,1,INE646C01018
GRPLTD,GRP Limited,,,,1,INE137I01015
GRSE,Garden Reach Shipbuilders & Engineers Limited,,,,1,INE382Z01011
GRWRHITECH,Garware Hi-Tech Films Limited,,,,1,INE291A01017
GSFC,Gujarat State Fertilizers & Chemicals Limited,,,,1,INE026A01025
GSLSU,Global Surfaces Limited,,,,1,INE0JSX01015
GSPL,Gujarat State Petronet Limited,,,,1,INE246F01010
GSS,GSS Infotech Limited,,,,1,INE871H01011
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,,,,1,INE586X01012
GTL,GTL Limited,,,,1,INE043A01012
GTLINFRA,GTL Infrastructure Limited,,,,1,INE221H01019
GTPL,GTPL Hathway Limited,,,,1,INE869I01013
GUFICBIO,Gufic Biosciences Limited,,,,1,INE742B01025
GUJALKALI,Gujarat Alkalies and Chemicals Limited,,,,1,INE186A01019
GUJAPOLLO,Gujarat Apollo Industries Limited,,,,1,INE826C01016
GUJGASLTD,Gujarat Gas Limited,,,,1,INE844O01030
GUJRAFFIA,Gujarat Raffia Industries Limited,,,,100,INE610B01024
GUJTHEM,Gujarat Themis Biosyn Limited,,,,1,INE942C01045
GULFOILLUB,Gulf Oil Lubricants India Limited,,,,1,INE635Q01029
GULFPETRO,GP Petroleums Limited,,,,1,INE586G01017
GULPOLY,Gulshan Polyols Limited,,,,1,INE255D01024
GVKPIL,GVK Power & Infrastructure Limited,,,,1,INE251H01024
GVPTECH,GVP Infotech Limited,,,,1,INE382T01030
GVPTECH-RE,GVP Infotech Limited-RE,,,,1,INE382T20014
GVT&D,GE Vernova T&D India Limited,,,,1,INE200A01026
HAL,Hindustan Aeronautics Limited,,,,1,INE066F01020
HAPPSTMNDS,Happiest Minds Technologies Limited,,,,1,INE419U01012
HAPPYFORGE,Happy Forgings Limited,,,,1,INE330T01021
HARDWYN,Hardwyn India Limited,,,,1,INE626Z01029
HARIOMPIPE,Hariom Pipe Industries Limited,,,,1,INE00EV01017
HARRMALAYA,Harrisons  Malayalam Limited,,,,1,INE544A01019
HARSHA,Harsha Engineers International Limited,,,,1,INE0JUS01029
HATHWAY,Hathway Cable & Datacom Limited,,,,1,INE982F01036
HATSUN,Hatsun Agro Product Limited,,,,1,INE473B01035
HAVELLS,Havells India Limited,,,,1,INE176B01034
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,,,,1,INE293B01029
HBLENGINE,HBL Engineering Limited,,,,1,INE292B01021
HBSL,HB Stockholdings Limited,,,,1,INE550B01022
HCC,Hindustan Construction Company Limited,,,,1,INE549A01026
HCG,Healthcare Global Enterprises Limited,,,,1,INE075I01017
HCL-INSYS,HCL Infosystems Limited,,,,1,INE236A01020
HCLTECH,HCL Technologies Limited,,,,1,INE860A01027
HDBFS,HDB Financial Services Limited,,,,1,INE756I01012
HDFCAMC,HDFC Asset Management Company Limited,,,,1,INE127D01025
HDFCBANK,HDFC Bank Limited,,,,1,INE040A01034
HDFCLIFE,HDFC Life Insurance Company Limited,,,,1,INE795G01014
HEADSUP,Heads UP Ventures Limited,,,,1,INE759V01019
HECPROJECT,HEC Infra Projects Limited,,,,1,INE558R01013
HEG,HEG Limited,,,,1,INE545A01024
HEIDELBERG,HeidelbergCement India Limited,,,,1,INE578A01017
HEMIPROP,Hemisphere Properties India Limited,,,,1,INE0AJG01018
HERANBA,Heranba Industries Limited,,,,1,INE694N01015
HERCULES,Hercules Hoists Limited,,,,1,INE688E01024
HERITGFOOD,Heritage Foods Limited,,,,1,INE978A01027
HEROMOTOCO,Hero MotoCorp Limited,,,,1,INE158A01026
HESTERBIO,Hester Biosciences Limited,,,,1,INE782E01017
HEUBACHIND,Heubach Colorants India Limited,,,,1,INE492A01029
HEXATRADEX,Hexa Tradex Limited,,,,1,INE750M01017
HEXT,Hexaware Technologies Limited,,,,1,INE093A01041
HFCL,HFCL Limited,,,,1,INE548A01028
HGINFRA,H.G. Infra Engineering Limited,,,,1,INE926X01010
HGS,Hinduja Global Solutions Limited,,,,1,INE170I01016
HIKAL,Hikal Limited,,,,1,INE475B01022
HILTON,Hilton Metal Forging Limited,,,,1,INE788H01017
HIMATSEIDE,Himatsingka Seide Limited,,,,1,INE049A01027
HINDALCO,Hindalco Industries Limited,,,,1,INE038A01020
HINDCOMPOS,Hindustan Composites Limited,,,,1,INE310C01029
HINDCON,Hindcon Chemicals Limited,,,,1,INE642Y01029
HINDCOPPER,Hindustan Copper Limited,,,,1,INE531E01026
HINDMOTORS,Hindustan Motors Limited,,,,1,INE253A01025
HINDOILEXP,Hindustan Oil Exploration Company Limited,,,,1,INE345A01011
HINDPETRO,Hindustan Petroleum Corporation Limited,,,,1,INE094A01015
HINDUNILVR,Hindustan Unilever Limited,,,,1,INE030A01027
HINDWAREAP,Hindware Home Innovation Limited,,,,1,INE05AN01011
HINDZINC,Hindustan Zinc Limited,,,,1,INE267A01025
HIRECT,Hind Rectifiers Limited,,,,1,INE835D01023
HISARMETAL,Hisar Metal Industries Limited,,,,1,INE598C01011
HITECH,Hi-Tech Pipes Limited,,,,1,INE106T01025
HITECHCORP,Hitech Corporation Limited,,,,1,INE120D01012
HITECHGEAR,The Hi-Tech Gears Limited,,,,1,INE127B01011
HLEGLAS,HLE Glascoat Limited,,,,1,INE461D01028
HLVLTD,HLV LIMITED,,,,1,INE102A01024
HMAAGRO,HMA Agro Industries Limited,,,,1,INE0ECP01024
HMT,HMT Limited,,,,1,INE262A01018
HMVL,Hindustan Media Ventures Limited,,,,1,INE871K01015
HNDFDS,Hindustan Foods Limited,,,,1,INE254N01026
HOMEFIRST,Home First Finance Company India Limited,,,,1,INE481N01025
HONASA,Honasa Consumer Limited,,,,1,INE0J5401028
HONAUT,Honeywell Automation India Limited,,,,1,INE671A01010
HONDAPOWER,Honda India Power Products Limited,,,,1,INE634A01018
HOVS,HOV Services Limited,,,,1,INE596H01014
HPAL,HP Adhesives Limited,,,,1,INE0GSL01024
HPIL,Hindprakash Industries Limited,,,,1,INE05X901010
HPL,HPL Electric & Power Limited,,,,1,INE495S01016
HSCL,Himadri Speciality Chemical Limited,,,,1,INE019C01026
HTMEDIA,HT Media Limited,,,,1,INE501G01024
HUBTOWN,Hubtown Limited,,,,1,INE703H01016
HUDCO,Housing & Urban Development Corporation Limited,,,,1,INE031A01017
HUHTAMAKI,Huhtamaki India Limited,,,,1,INE275B01026
HYBRIDFIN,Hybrid Financial Services Limited,,,,1,INE965B01022
HYUNDAI,Hyundai Motor India Limited,,,,1,INE0V6F01027
ICDSLTD,ICDS Limited,,,,1,INE613B01010
ICEMAKE,Ice Make Refrigeration Limited,,,,1,INE520Y01019
ICICIBANK,ICICI Bank Limited,,,,1,INE090A01021
ICICIGI,ICICI Lombard General Insurance Company Limited,,,,1,INE765G01017
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,,,,1,INE726G01019
ICIL,Indo Count Industries Limited,,,,1,INE483B01026
ICRA,ICRA Limited,,,,1,INE725G01011
IDBI,IDBI Bank Limited,,,,1,INE008A01015
IDEA,Vodafone Idea Limited,,,,1,INE669E01016
IDEAFORGE,Ideaforge Technology Limited,,,,1,INE349Y01013
IDFCFIRSTB,IDFC First Bank Limited,,,,1,INE092T01019
IEL,Indiabulls Enterprises Limited,,,,1,INE059901020
IEX,Indian Energy Exchange Limited,,,,1,INE022Q01020
IFBAGRO,IFB Agro Industries Limited,,,,1,INE076C01018
IFBIND,IFB Industries Limited,,,,1,INE559A01017
IFCI,IFCI Limited,,,,1,INE039A01010
IFGLEXPOR,IFGL Refractories Limited,,,,1,INE133Y01011
IGARASHI,Igarashi Motors India Limited,,,,1,INE188B01013
IGCL,Indogulf Cropsciences Limited,,,,1,INE05J901018
IGIL,International Gemmological Institute (India) Limited,,,,1,INE0Q9301021
IGL,Indraprastha Gas Limited,,,,1,INE203G01027
IGPL,IG Petrochemicals Limited,,,,1,INE204A01010
IIFL,IIFL Finance Limited,,,,1,INE530B01024
IIFLCAPS,IIFL Capital Services Limited,,,,1,INE489L01022
IITL,Industrial Investment Trust Limited,,,,1,INE886A01014
IKIO,IKIO Technologies Limited,,,,1,INE0LOJ01019
IKS,Inventurus Knowledge Solutions Limited,,,,1,INE115Q01022
IL&FSENGG,IL&FS Engineering and Construction Company Limited,,,,1,INE369I01014
IL&FSTRANS,IL&FS Transportation Networks Limited,,,,1,INE975G01012
IMAGICAA,Imagicaaworld Entertainment Limited,,,,1,INE172N01012
IMFA,Indian Metals & Ferro Alloys Limited,,,,1,INE919H01018
IMPAL,India Motor Parts and Accessories Limited,,,,1,INE547E01014
IMPEXFERRO,Impex Ferro Tech Limited,,,,1,INE691G01015
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,,,,1,INE452L01012
INDBANK,Indbank Merchant Banking Services Limited,,,,1,INE841B01017
INDGN,Indegene Limited,,,,1,INE065X01017
INDHOTEL,The Indian Hotels Company Limited,,,,1,INE053A01029
INDIACEM,The India Cements Limited,,,,1,INE383A01012
INDIAGLYCO,India Glycols Limited,,,,1,INE560A01015
INDIAMART,Indiamart Intermesh Limited,,,,1,INE933S01016
INDIANB,Indian Bank,,,,1,INE562A01011
INDIANCARD,Indian Card Clothing Company Limited,,,,1,INE061A01014
INDIANHUME,Indian Hume Pipe Company Limited,,,,1,INE323C01030
INDIASHLTR,India Shelter Finance Corporation Limited,,,,1,INE922K01024
INDIGO,InterGlobe Aviation Limited,,,,1,INE646L01027
INDIGOPNTS,Indigo Paints Limited,,,,1,INE09VQ01012
