nseSymbol,companyName,,,, MARKET LOT,ISIN
NETWORK18,Network18 Media & Investments Limited,,,,1,INE870H01013
NEULANDLAB,Neuland Laboratories Limited,,,,1,INE794A01010
NEWGEN,Newgen Software Technologies Limited,,,,1,INE619B01017
NEXTMEDIA,Next Mediaworks Limited,,,,1,INE747B01016
NFL,National Fertilizers Limited,,,,1,INE870D01012
NGIL,Nakoda Group of Industries Limited,,,,1,INE236Y01012
NGLFINE,NGL Fine-Chem Limited,,,,1,INE887E01022
NH,Narayana Hrudayalaya Ltd.,,,,1,INE410P01011
NHPC,NHPC Limited,,,,1,INE848E01016
NIACL,The New India Assurance Company Limited,,,,1,INE470Y01017
NIBE,NIBE Limited,,,,1,INE149O01018
NIBL,NRB Industrial Bearings Limited,,,,1,INE047O01014
NIITLTD,NIIT Limited,,,,1,INE161A01038
NIITMTS,NIIT Learning Systems Limited,,,,1,INE342G01023
NILAINFRA,Nila Infrastructures Limited,,,,1,INE937C01029
NILASPACES,Nila Spaces Limited,,,,1,INE00S901012
NILKAMAL,Nilkamal Limited,,,,1,INE310A01015
NINSYS,NINtec Systems Limited,,,,1,INE395U01014
NIPPOBATRY,Indo-National Limited,,,,1,INE567A01028
NIRAJ,Niraj Cement Structurals Limited,,,,1,INE368I01016
NIRAJISPAT,Niraj Ispat Industries Limited,,,,1,INE326T01011
NITCO,Nitco Limited,,,,1,INE858F01012
NITINSPIN,Nitin Spinners Limited,,,,1,INE229H01012
NITIRAJ,Nitiraj Engineers Limited,,,,1,INE439T01012
NIVABUPA,Niva Bupa Health Insurance Company Limited,,,,1,INE995S01015
NKIND,NK Industries Limited,,,,1,INE542C01019
NLCINDIA,NLC India Limited,,,,1,INE589A01014
NMDC,NMDC Limited,,,,1,INE584A01023
NOCIL,NOCIL Limited,,,,1,INE163A01018
NOIDATOLL,Noida Toll Bridge Company Limited,,,,1,INE781B01015
NORBTEAEXP,Norben Tea & Exports Limited,,,,1,INE369C01017
NORTHARC,Northern Arc Capital Limited,,,,1,INE850M01015
NOVAAGRI,Nova Agritech Limited,,,,1,INE02H701025
NPST,Network People Services Technologies Limited,,,,1,INE0FFK01017
NRAIL,N R Agarwal Industries Limited,,,,1,INE740D01017
NRBBEARING,NRB Bearing Limited,,,,1,INE349A01021
NRL,Nupur Recyclers Limited,,,,1,INE0JM501013
NSIL,Nalwa Sons Investments Limited,,,,1,INE023A01030
NSLNISP,NMDC Steel Limited,,,,1,INE0NNS01018
NTPC,NTPC Limited,,,,1,INE733E01010
NTPCGREEN,NTPC Green Energy Limited,,,,1,INE0ONG01011
NUCLEUS,Nucleus Software Exports Limited,,,,1,INE096B01018
NURECA,Nureca Limited,,,,1,INE0DSF01015
NUVAMA,Nuvama Wealth Management Limited,,,,1,INE531F01015
NUVOCO,Nuvoco Vistas Corporation Limited,,,,1,INE118D01016
NYKAA,FSN E-Commerce Ventures Limited,,,,1,INE388Y01029
OAL,Oriental Aromatics Limited,,,,1,INE959C01023
OBCL,Orissa Bengal Carrier Limited,,,,1,INE426Z01016
OBEROIRLTY,Oberoi Realty Limited,,,,1,INE093I01010
OCCLLTD,OCCL Limited,,,,1,INE0PK601023
ODIGMA,Odigma Consultancy Solutions Limited,,,,1,INE054301028
OFSS,Oracle Financial Services Software Limited,,,,1,INE881D01027
OIL,Oil India Limited,,,,1,INE274J01014
OILCOUNTUB,Oil Country Tubular Limited,,,,1,INE591A01010
OLAELEC,Ola Electric Mobility Limited,,,,1,INE0LXG01040
OLECTRA,Olectra Greentech Limited,,,,1,INE260D01016
OMAXAUTO,Omax Autos Limited,,,,1,INE090B01011
OMAXE,Omaxe Limited,,,,1,INE800H01010
OMINFRAL,OM INFRA LIMITED,,,,1,INE239D01028
ONELIFECAP,Onelife Capital Advisors Limited,,,,1,INE912L01015
ONEPOINT,One Point One Solutions Limited,,,,1,INE840Y01029
ONESOURCE,Onesource Specialty Pharma Limited,,,,1,INE013P01021
ONGC,Oil & Natural Gas Corporation Limited,,,,1,INE213A01029
ONMOBILE,OnMobile Global Limited,,,,1,INE809I01019
ONWARDTEC,Onward Technologies Limited,,,,1,INE229A01017
OPTIEMUS,Optiemus Infracom Limited,,,,1,INE350C01017
ORBTEXP,Orbit Exports Limited,,,,1,INE231G01010
ORCHASP,Orchasp Limited,,,,1,INE215B01022
ORCHPHARMA,Orchid Pharma Limited,,,,1,INE191A01027
ORICONENT,Oricon Enterprises Limited,,,,1,INE730A01022
ORIENTALTL,Oriental Trimex Limited,,,,1,INE998H01012
ORIENTBELL,Orient Bell Limited,,,,1,INE607D01018
ORIENTCEM,Orient Cement Limited,,,,1,INE876N01018
ORIENTCER,ORIENT CERATECH LIMITED,,,,1,INE569C01020
ORIENTELEC,Orient Electric Limited,,,,1,INE142Z01019
ORIENTHOT,Oriental Hotels Limited,,,,1,INE750A01020
ORIENTLTD,Orient Press Limited,,,,1,INE609C01024
ORIENTPPR,Orient Paper & Industries Limited,,,,1,INE592A01026
ORIENTTECH,Orient Technologies Limited,,,,1,INE0PPK01015
ORISSAMINE,The Orissa Minerals Development Company Limited,,,,1,INE725E01024
ORTEL,Ortel Communications Limited,,,,1,INE849L01019
ORTINGLOBE,ORTIN GLOBAL LIMITED,,,,1,INE749B01020
OSIAHYPER,Osia Hyper Retail Limited,,,,1,INE06IR01021
OSWALAGRO,Oswal Agro Mills Limited,,,,1,INE142A01012
OSWALGREEN,Oswal Greentech Limited,,,,1,INE143A01010
OSWALPUMPS,Oswal Pumps Limited,,,,1,INE0BYP01024
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,,,,1,INE00IK01029
PAGEIND,Page Industries Limited,,,,1,INE761H01022
PAISALO,Paisalo Digital Limited,,,,1,INE420C01059
PAKKA,PAKKA LIMITED,,,,1,INE551D01018
PALASHSECU,Palash Securities Limited,,,,1,INE471W01019
PALREDTEC,Palred Technologies Limited,,,,1,INE218G01033
PANACEABIO,Panacea Biotec Limited,,,,1,INE922B01023
PANACHE,Panache Digilife Limited,,,,1,INE895W01019
PANAMAPET,Panama Petrochem Limited,,,,1,INE305C01029
PANSARI,Pansari Developers Limited,,,,1,INE697V01011
PAR,Par Drugs And Chemicals Limited,,,,1,INE04LG01015
PARACABLES,Paramount Communications Limited,,,,1,INE074B01023
PARADEEP,Paradeep Phosphates Limited,,,,1,INE088F01024
PARAGMILK,Parag Milk Foods Limited,,,,1,INE883N01014
PARAS,Paras Defence and Space Technologies Limited,,,,1,INE045601023
PARASPETRO,Paras Petrofils Limited,,,,1,INE162C01024
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,,,,1,INE988S01028
PARSVNATH,Parsvnath Developers Limited,,,,1,INE561H01026
PASHUPATI,Pashupati Cotspin Limited,,,,1,INE124Y01010
PASUPTAC,Pasupati Acrylon Limited,,,,1,INE818B01023
PATANJALI,Patanjali Foods Limited,,,,1,INE619A01035
PATELENG,Patel Engineering Limited,,,,1,INE244B01030
PATINTLOG,Patel Integrated Logistics Limited,,,,1,INE529D01014
PAVNAIND,Pavna Industries Limited,,,,1,INE07S101020
PAYTM,One 97 Communications Limited,,,,1,INE982J01020
PCBL,PCBL Chemical Limited,,,,1,INE602A01031
PCJEWELLER,PC Jeweller Limited,,,,1,INE785M01021
PDMJEPAPER,Pudumjee Paper Products Limited,,,,1,INE865T01018
PDSL,PDS Limited,,,,1,INE111Q01021
PEARLPOLY,Pearl Polymers Limited,,,,1,INE844A01013
PEL,Piramal Enterprises Limited,,,,1,INE140A01024
PENIND,Pennar Industries Limited,,,,1,INE932A01024
PENINLAND,Peninsula Land Limited,,,,1,INE138A01028
PERSISTENT,Persistent Systems Limited,,,,1,INE262H01021
PETRONET,Petronet LNG Limited,,,,1,INE347G01014
PFC,Power Finance Corporation Limited,,,,1,INE134E01011
PFIZER,Pfizer Limited,,,,1,INE182A01018
PFOCUS,Prime Focus Limited,,,,1,INE367G01038
PFS,PTC India Financial Services Limited,,,,1,INE560K01014
PGEL,PG Electroplast Limited,,,,1,INE457L01029
PGHH,Procter & Gamble Hygiene and Health Care Limited,,,,1,INE179A01014
PGHL,Procter & Gamble Health Limited,,,,1,INE199A01012
PGIL,Pearl Global Industries Limited,,,,1,INE940H01022
PHOENIXLTD,The Phoenix Mills Limited,,,,1,INE211B01039
PICCADIL,Piccadily Agro Industries Limited,,,,1,INE546C01010
PIDILITIND,Pidilite Industries Limited,,,,1,INE318A01026
PIGL,Power & Instrumentation (Gujarat) Limited,,,,1,INE557Z01018
PIIND,PI Industries Limited,,,,1,INE603J01030
PILANIINVS,Pilani Investment and Industries Corporation Limited,,,,1,INE417C01014
PILITA,PIL ITALICA LIFESTYLE LIMITED,,,,1,INE600A01035
PIONEEREMB,Pioneer Embroideries Limited,,,,1,INE156C01018
PITTIENG,Pitti Engineering Limited,,,,1,INE450D01021
PIXTRANS,Pix Transmissions Limited,,,,1,INE751B01018
PKTEA,The Peria Karamalai Tea & Produce Company Limited,,,,1,INE431F01018
PLASTIBLEN,Plastiblends India Limited,,,,1,INE083C01022
PLATIND,Platinum Industries Limited,,,,1,INE0PT501018
PLAZACABLE,Plaza Wires Limited,,,,1,INE0INJ01017
PNB,Punjab National Bank,,,,1,INE160A01022
PNBGILTS,PNB Gilts Limited,,,,1,INE859A01011
PNBHOUSING,PNB Housing Finance Limited,,,,1,INE572E01012
PNC,Pritish Nandy Communications Limited,,,,1,INE392B01011
PNCINFRA,PNC Infratech Limited,,,,1,INE195J01029
PNGJL,P N Gadgil Jewellers Limited,,,,1,INE953R01016
POCL,Pondy Oxides & Chemicals Limited,,,,1,INE063E01053
PODDARMENT,Poddar Pigments Limited,,,,1,INE371C01013
POKARNA,Pokarna Limited,,,,1,INE637C01025
POLICYBZR,PB Fintech Limited,,,,1,INE417T01026
POLYCAB,Polycab India Limited,,,,1,INE455K01017
POLYMED,Poly Medicure Limited,,,,1,INE205C01021
POLYPLEX,Polyplex Corporation Limited,,,,1,INE633B01018
PONNIERODE,Ponni Sugars (Erode) Limited,,,,1,INE838E01017
POONAWALLA,Poonawalla Fincorp Limited,,,,1,INE511C01022
POWERGRID,Power Grid Corporation of India Limited,,,,1,INE752E01010
POWERINDIA,Hitachi Energy India Limited,,,,1,INE07Y701011
POWERMECH,Power Mech Projects Limited,,,,1,INE211R01019
PPAP,PPAP Automotive Limited,,,,1,INE095I01015
PPL,Prakash Pipes Limited,,,,1,INE050001010
PPLPHARMA,Piramal Pharma Limited,,,,1,INE0DK501011
PRABHA,Prabha Energy Limited,,,,1,INE0I0M01023
PRAENG,Prajay Engineers Syndicate Limited,,,,1,INE505C01016
PRAJIND,Praj Industries Limited,,,,1,INE074A01025
PRAKASH,Prakash Industries Limited,,,,1,INE603A01013
PRAKASHSTL,Prakash Steelage Limited,,,,1,INE696K01024
PRAXIS,Praxis Home Retail Limited,,,,1,INE546Y01022
PRECAM,Precision Camshafts Limited,,,,1,INE484I01029
PRECOT,Precot Limited,,,,1,INE283A01014
PRECWIRE,Precision Wires India Limited,,,,1,INE372C01037
PREMEXPLN,Premier Explosives Limited,,,,1,INE863B01029
PREMIER,Premier Limited,,,,1,INE342A01018
PREMIERENE,Premier Energies Limited,,,,1,INE0BS701011
PREMIERPOL,Premier Polyfilm Limited,,,,1,INE309M01020
PRESTIGE,Prestige Estates Projects Limited,,,,1,INE811K01011
PRICOLLTD,Pricol Limited,,,,1,INE726V01018
PRIMESECU,Prime Securities Limited,,,,1,INE032B01021
PRIMO,Primo Chemicals Limited,,,,1,INE607A01022
PRINCEPIPE,Prince Pipes And Fittings Limited,,,,1,INE689W01016
PRITI,Priti International Limited,,,,1,INE974Z01015
PRITIKAUTO,Pritika Auto Industries Limited,,,,1,INE583R01029
PRIVISCL,Privi Speciality Chemicals Limited,,,,1,INE959A01019
PROSTARM,Prostarm Info Systems Limited,,,,1,INE0BX301013
PROTEAN,Protean eGov Technologies Limited,,,,1,INE004A01022
PROZONER,Prozone Realty Limited,,,,1,INE195N01013
PRSMJOHNSN,Prism Johnson Limited,,,,1,INE010A01011
PRUDENT,Prudent Corporate Advisory Services Limited,,,,1,INE00F201020
PRUDMOULI,Prudential Sugar Corporation Limited,,,,100,INE024D01016
PSB,Punjab & Sind Bank,,,,1,INE608A01012
PSPPROJECT,PSP Projects Limited,,,,1,INE488V01015
PTC,PTC India Limited,,,,1,INE877F01012
PTCIL,PTC Industries Limited,,,,1,INE596F01018
PTL,PTL Enterprises Limited,,,,1,INE034D01049
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,,,,1,INE277B01014
PURVA,Puravankara Limited,,,,1,INE323I01011
PVP,PVP Ventures Limited,,,,1,INE362A01016
PVRINOX,PVR INOX Limited,,,,1,INE191H01014
PVSL,Popular Vehicles and Services Limited,,,,1,INE772T01024
PYRAMID,Pyramid Technoplast Limited,,,,1,INE0MIS01010
QPOWER,Quality Power Electrical Equipments Limited,,,,1,INE0SII01026
QUADFUTURE,Quadrant Future Tek Limited,,,,1,INE0LRY01011
QUESS,Quess Corp Limited,,,,1,INE615P01015
QUICKHEAL,Quick Heal Technologies Limited,,,,1,INE306L01010
RACE,Race Eco Chain Limited,,,,1,INE084Q01012
RACLGEAR,RACL Geartech Limited,,,,1,INE704B01017
RADAAN,Radaan Mediaworks India Limited,,,,1,INE874F01027
RADHIKAJWE,Radhika Jeweltech Limited,,,,1,INE583V01021
RADIANTCMS,Radiant Cash Management Services Limited,,,,1,INE855R01021
RADICO,Radico Khaitan Limited,,,,1,INE944F01028
RADIOCITY,Music Broadcast Limited,,,,1,INE919I01024
RAILTEL,Railtel Corporation Of India Limited,,,,1,INE0DD101019
RAIN,Rain Industries Limited,,,,1,INE855B01025
RAINBOW,Rainbow Childrens Medicare Limited,,,,1,INE961O01016
RAJESHEXPO,Rajesh Exports Limited,,,,1,INE343B01030
RAJMET,Rajnandini Metal Limited,,,,1,INE00KV01022
RAJOOENG,Rajoo Engineers Limited,,,,1,INE535F01024
RAJRATAN,Rajratan Global Wire Limited,,,,1,INE451D01029
RAJRILTD,Raj Rayon Industries Limited,,,,1,INE533D01032
RAJSREESUG,Rajshree Sugars & Chemicals Limited,,,,1,INE562B01019
RAJTV,Raj Television Network Limited,,,,1,INE952H01027
RALLIS,Rallis India Limited,,,,1,INE613A01020
RAMANEWS,Shree Rama Newsprint Limited,,,,1,INE278B01020
RAMAPHO,Rama Phosphates Limited,,,,1,INE809A01032
RAMASTEEL,Rama Steel Tubes Limited,,,,1,INE230R01035
RAMCOCEM,The Ramco Cements Limited,,,,1,INE331A01037
RAMCOIND,Ramco Industries Limited,,,,1,INE614A01028
RAMCOSYS,Ramco Systems Limited,,,,1,INE246B01019
RAMKY,Ramky Infrastructure Limited,,,,1,INE874I01013
RAMRAT,Ram Ratna Wires Limited,,,,1,INE207E01023
RANASUG,Rana Sugars Limited,,,,1,INE625B01014
RANEHOLDIN,Rane Holdings Limited,,,,1,INE384A01010
RATEGAIN,Rategain Travel Technologies Limited,,,,1,INE0CLI01024
RATNAMANI,Ratnamani Metals & Tubes Limited,,,,1,INE703B01027
RATNAVEER,Ratnaveer Precision Engineering Limited,,,,1,INE05CZ01011
RAYMOND,Raymond Limited,,,,1,INE301A01014
RAYMONDLSL,Raymond Lifestyle Limited,,,,1,INE02ID01020
RAYMONDREL,Raymond Realty Limited,,,,1,INE1SY401010
RBA,Restaurant Brands Asia Limited,,,,1,INE07T201019
RBLBANK,RBL Bank Limited,,,,1,INE976G01028
RBZJEWEL,RBZ Jewellers Limited,,,,1,INE0PEQ01016
RCF,Rashtriya Chemicals and Fertilizers Limited,,,,1,INE027A01015
RECLTD,REC Limited,,,,1,INE020B01018
REDINGTON,Redington Limited,,,,1,INE891D01026
REDTAPE,Redtape Limited,,,,1,INE0LXT01019
REFEX,Refex Industries Limited,,,,1,INE056I01025
REGENCERAM,Regency Ceramics Limited,,,,1,INE277C01012
RELAXO,Relaxo Footwears Limited,,,,1,INE131B01039
RELCHEMQ,Reliance Chemotex Industries Limited,,,,1,INE750D01016
RELIABLE,Reliable Data Services Limited,,,,1,INE375Y01018
RELIANCE,Reliance Industries Limited,,,,1,INE002A01018
RELIGARE,Religare Enterprises Limited,,,,1,INE621H01010
RELINFRA,Reliance Infrastructure Limited,,,,1,INE036A01016
RELTD,Ravindra Energy Limited,,,,1,INE206N01018
REMSONSIND,Remsons Industries Limited,,,,1,INE474C01023
RENUKA,Shree Renuka Sugars Limited,,,,1,INE087H01022
REPCOHOME,Repco Home Finance Limited,,,,1,INE612J01015
REPL,Rudrabhishek Enterprises Limited,,,,1,INE364Z01019
REPRO,Repro India Limited,,,,1,INE461B01014
RESPONIND,Responsive Industries Limited,,,,1,INE688D01026
RETAIL,JHS Svendgaard Retail Ventures Limited,,,,1,INE03DD01011
RGL,Renaissance Global Limited,,,,1,INE722H01024
RHFL,Reliance Home Finance Limited,,,,1,INE217K01011
RHIM,RHI MAGNESITA INDIA LIMITED,,,,1,INE743M01012
RHL,Robust Hotels Limited,,,,1,INE508K01013
RICOAUTO,Rico Auto Industries Limited,,,,1,INE209B01025
RIIL,Reliance Industrial Infrastructure Limited,,,,1,INE046A01015
RISHABH,Rishabh Instruments Limited,,,,1,INE0N2P01017
RITCO,Ritco Logistics Limited,,,,1,INE01EG01016
RITES,RITES Limited,,,,1,INE320J01015
RKDL,Ravi Kumar Distilleries Limited,,,,1,INE722J01012
RKEC,RKEC Projects Limited,,,,1,INE786W01010
RKFORGE,Ramkrishna Forgings Limited,,,,1,INE399G01023
RKSWAMY,R K Swamy Limited,,,,1,INE0NQ801033
RML,Rane (Madras) Limited,,,,1,INE050H01012
ROHLTD,Royal Orchid Hotels Limited,,,,1,INE283H01019
ROLEXRINGS,Rolex Rings Limited,,,,1,INE645S01016
ROLLT,Rollatainers Limited,,,,1,INE927A01040
ROLTA,Rolta India Limited,,,,1,INE293A01013
ROML,Raj Oil Mills Limited,,,,1,INE294G01026
ROSSARI,Rossari Biotech Limited,,,,1,INE02A801020
ROSSELLIND,Rossell India Limited,,,,1,INE847C01020
ROSSTECH,Rossell Techsys Limited,,,,1,INE0OJW01016
ROTO,Roto Pumps Limited,,,,1,INE535D01037
ROUTE,ROUTE MOBILE LIMITED,,,,1,INE450U01017
RPEL,Raghav Productivity Enhancers Limited,,,,1,INE912T01018
RPGLIFE,RPG Life Sciences Limited,,,,1,INE105J01010
RPOWER,Reliance Power Limited,,,,1,INE614G01033
RPPINFRA,R.P.P. Infra Projects Limited,,,,1,INE324L01013
RPPL,Rajshree Polypack Limited,,,,1,INE760W01023
RPSGVENT,RPSG VENTURES LIMITED,,,,1,INE425Y01011
RPTECH,Rashi Peripherals Limited,,,,1,INE0J1F01024
RRKABEL,R R Kabel Limited,,,,1,INE777K01022
RSSOFTWARE,R. S. Software (India) Limited,,,,1,INE165B01029
RSWM,RSWM Limited,,,,1,INE611A01016
RSYSTEMS,R Systems International Limited,,,,1,INE411H01032
RTNINDIA,RattanIndia Enterprises Limited,,,,1,INE834M01019
RTNPOWER,RattanIndia Power Limited,,,,1,INE399K01017
RUBFILA,Rubfila International Limited,,,,1,INE642C01025
RUBYMILLS,The Ruby Mills Limited,,,,1,INE301D01026
RUCHINFRA,Ruchi Infrastructure Limited,,,,1,INE413B01023
RUCHIRA,Ruchira Papers Limited,,,,1,INE803H01014
RUPA,Rupa & Company Limited,,,,1,INE895B01021
RUSHIL,Rushil Decor Limited,,,,1,INE573K01025
RUSTOMJEE,Keystone Realtors Limited,,,,1,INE263M01029
RVHL,Ravinder Heights Limited,,,,1,INE09E501017
RVNL,Rail Vikas Nigam Limited,,,,1,INE415G01027
RVTH,Revathi Equipment India Limited,,,,1,INE0DAB01012
S&SPOWER,S&S Power Switchgears Limited,,,,1,INE902B01017
SABEVENTS,Sab Events & Governance Now Media Limited,,,,1,INE860T01019
SABTNL,Sri Adhikari Brothers Television Network Limited,,,,1,INE416A01044
SADBHAV,Sadbhav Engineering Limited,,,,1,INE226H01026
SADBHIN,Sadbhav Infrastructure Project Limited,,,,1,INE764L01010
SADHNANIQ,Sadhana Nitrochem Limited,,,,1,INE888C01040
SAFARI,Safari Industries (India) Limited,,,,1,INE429E01023
SAGARDEEP,Sagardeep Alloys Limited,,,,1,INE976T01013
SAGCEM,Sagar Cements Limited,,,,1,INE229C01021
SAGILITY,Sagility India Limited,,,,1,INE0W2G01015
SAH,Sah Polymers Limited,,,,1,INE035801013
SAHYADRI,Sahyadri Industries Limited,,,,1,INE280H01015
SAIL,Steel Authority of India Limited,,,,1,INE114A01011
SAILIFE,Sai Life Sciences Limited,,,,1,INE570L01029
SAKAR,Sakar Healthcare Limited,,,,1,INE732S01012
SAKHTISUG,Sakthi Sugars Limited,,,,1,INE623A01011
SAKSOFT,Saksoft Limited,,,,1,INE667G01023
SAKUMA,Sakuma Exports Limited,,,,1,INE190H01024
SALASAR,Salasar Techno Engineering Limited,,,,1,INE170V01027
SALONA,Salona Cotspin Limited,,,,1,INE498E01010
SALSTEEL,S.A.L. Steel Limited,,,,1,INE658G01014
SALZERELEC,Salzer Electronics Limited,,,,1,INE457F01013
SAMBHAAV,Sambhaav Media Limited,,,,1,INE699B01027
SAMBHV,Sambhv Steel Tubes Limited,,,,1,INE12NJ01018
SAMHI,Samhi Hotels Limited,,,,1,INE08U801020
SAMMAANCAP,Sammaan Capital Limited,,,,1,INE148I01020
SAMPANN,Sampann Utpadan India Limited,,,,1,INE735M01018
SANATHAN,Sanathan Textiles Limited,,,,1,INE0JPD01013
SANDESH,The Sandesh Limited,,,,1,INE583B01015
SANDHAR,Sandhar Technologies Limited,,,,1,INE278H01035
SANDUMA,Sandur Manganese & Iron Ores Limited,,,,1,INE149K01016
SANGAMIND,Sangam (India) Limited,,,,1,INE495C01010
SANGHIIND,Sanghi Industries Limited,,,,1,INE999B01013
SANGHVIMOV,Sanghvi Movers Limited,,,,1,INE989A01032
SANGINITA,Sanginita Chemicals Limited,,,,1,INE753W01010
SANOFI,Sanofi India Limited,,,,1,INE058A01010
SANOFICONR,Sanofi Consumer Healthcare India Limited,,,,1,INE0UOS01011
SANSERA,Sansera Engineering Limited,,,,1,INE953O01021
SANSTAR,Sanstar Limited,,,,1,INE08NE01025
SANWARIA,Sanwaria Consumer Limited,,,,1,INE890C01046
SAPPHIRE,Sapphire Foods India Limited,,,,1,INE806T01020
SARDAEN,Sarda Energy & Minerals Limited,,,,1,INE385C01021
SAREGAMA,Saregama India Limited,,,,1,INE979A01025
SARLAPOLY,Sarla Performance Fibers Limited,,,,1,INE453D01025
SARVESHWAR,Sarveshwar Foods Limited,,,,1,INE324X01026
SASKEN,Sasken Technologies Limited,,,,1,INE231F01020
SASTASUNDR,Sastasundar Ventures Limited,,,,1,INE019J01013
SATIA,Satia Industries Limited,,,,1,INE170E01023
SATIN,Satin Creditcare Network Limited,,,,1,INE836B01017
SAURASHCEM,Saurashtra Cement Limited,,,,1,INE626A01014
SBC,SBC Exports Limited,,,,1,INE04AK01028
SBCL,Shivalik Bimetal Controls Limited,,,,1,INE386D01027
SBFC,SBFC Finance Limited,,,,1,INE423Y01016
SBGLP,Suratwwala Business Group Limited,,,,1,INE05ST01028
SBICARD,SBI Cards and Payment Services Limited,,,,1,INE018E01016
SBILIFE,SBI Life Insurance Company Limited,,,,1,INE123W01016
SBIN,State Bank of India,,,,1,INE062A01020
SCHAEFFLER,Schaeffler India Limited,,,,1,INE513A01022
SCHAND,S Chand And Company Limited,,,,1,INE807K01035
SCHNEIDER,Schneider Electric Infrastructure Limited,,,,1,INE839M01018
SCI,Shipping Corporation Of India Limited,,,,1,INE109A01011
SCILAL,Shipping Corporation of India Land and Assets Limited,,,,1,INE0PB301013
SCODATUBES,Scoda Tubes Limited,,,,1,INE090501011
SCPL,Sheetal Cool Products Limited,,,,1,INE501Y01019
SDBL,Som Distilleries & Breweries Limited,,,,1,INE480C01038
SEAMECLTD,Seamec Limited,,,,1,INE497B01018
SECMARK,SecMark Consultancy Limited,,,,1,INE0BTM01013
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,,,,1,INE650K01021
SEJALLTD,Sejal Glass Limited,,,,1,INE955I01044
SELAN,Selan Exploration Technology Limited,,,,1,INE818A01017
SELMC,SEL Manufacturing Company Limited,,,,1,INE105I01020
SEMAC,Semac Construction Limited,,,,1,INE617A01013
SENCO,Senco Gold Limited,,,,1,INE602W01027
SENORES,Senores Pharmaceuticals Limited,,,,1,INE0RB801010
SEPC,SEPC Limited,,,,1,INE964H01014
SEQUENT,Sequent Scientific Limited,,,,1,INE807F01027
SERVOTECH,Servotech Renewable Power System Limited,,,,1,INE782X01033
SESHAPAPER,Seshasayee Paper and Boards Limited,,,,1,INE630A01024
SETCO,Setco Automotive Limited,,,,1,INE878E01021
SETUINFRA,Setubandhan Infrastructure Limited,,,,1,INE023M01027
SFL,Sheela Foam Limited,,,,1,INE916U01025
SGIL,Synergy Green Industries Limited,,,,1,INE00QT01015
SGL,STL Global Limited,,,,1,INE353H01010
SGLTL,Standard Glass Lining Technology Limited,,,,1,INE0M4D01010
SHAH,Shah Metacorp Limited,,,,1,INE482J01021
SHAHALLOYS,Shah Alloys Limited,,,,1,INE640C01011
SHAILY,Shaily Engineering Plastics Limited,,,,1,INE151G01028
SHAKTIPUMP,Shakti Pumps (India) Limited,,,,1,INE908D01010
SHALBY,Shalby Limited,,,,1,INE597J01018
SHALPAINTS,Shalimar Paints Limited,,,,1,INE849C01026
SHANKARA,Shankara Building Products Limited,,,,1,INE274V01019
SHANTI,Shanti Overseas (India) Limited,,,,1,INE933X01016
SHANTIGEAR,Shanthi Gears Limited,,,,1,INE631A01022
SHARDACROP,Sharda Cropchem Limited,,,,1,INE221J01015
SHARDAMOTR,Sharda Motor Industries Limited,,,,1,INE597I01028
SHAREINDIA,Share India Securities Limited,,,,1,INE932X01026
SHEKHAWATI,Shekhawati Industries Limited,,,,1,INE268L01046
SHEMAROO,Shemaroo Entertainment Limited,,,,1,INE363M01019
SHILPAMED,Shilpa Medicare Limited,,,,1,INE790G01031
SHIVALIK,Shivalik Rasayan Limited,,,,1,INE788J01021
SHIVAMAUTO,Shivam Autotech Limited,,,,1,INE637H01024
SHIVAMILLS,Shiva Mills Limited,,,,1,INE644Y01017
SHIVATEX,Shiva Texyarn Limited,,,,1,INE705C01020
SHK,S H Kelkar and Company Limited,,,,1,INE500L01026
SHOPERSTOP,Shoppers Stop Limited,,,,1,INE498B01024
SHRADHA,Shradha Infraprojects Limited,,,,1,INE715Y01031
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,,,,1,INE232A01011
SHREECEM,SHREE CEMENT LIMITED,,,,1,INE070A01015
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,,,,1,INE712K01011
SHREERAMA,Shree Rama Multi-Tech Limited,,,,1,INE879A01019
SHRENIK,Shrenik Limited,,,,1,INE632X01030
SHREYANIND,Shreyans Industries Limited,,,,1,INE231C01019
SHRIPISTON,Shriram Pistons & Rings Limited,,,,1,INE526E01018
SHRIRAMFIN,Shriram Finance Limited,,,,1,INE721A01047
SHRIRAMPPS,Shriram Properties Limited,,,,1,INE217L01019
SHYAMCENT,Shyam Century Ferrous Limited,,,,1,INE979R01011
SHYAMMETL,Shyam Metalics and Energy Limited,,,,1,INE810G01011
SHYAMTEL,Shyam Telecom Limited,,,,1,INE635A01023
SICALLOG,Sical Logistics Limited,,,,1,INE075B01020
SIEMENS,Siemens Limited,,,,1,INE003A01024
SIGACHI,Sigachi Industries Limited,,,,1,INE0D0K01022
SIGIND,Signet Industries Limited,,,,1,INE529F01035
SIGMA,Sigma Solve Limited,,,,1,INE0A0S01010
SIGNATURE,Signatureglobal (India) Limited,,,,1,INE903U01023
SIGNPOST,Signpost India Limited,,,,1,INE0KGZ01021
